EXT_SOURCE_3;EXT_SOURCE_2;AMT_GOODS_PRICE;AMT_ANNUITY;CODE_GENDER;DAYS_ID_PUBLISH;DAYS_REGISTRATION;DAYS_EMPLOYED;DAYS_BIRTH;REGION_POPULATION_RELATIVE;YEARS_EMPLOYED;YEARS_REGISTRATION;YEARS_ID_PUBLISH;NEW_CREDIT_TO_ANNUITY_RATIO;NEW_REFUND_PERCENT;NEW_CREDIT_TO_GOODS_RATIO;NEW_INCOME_PER_PERSON;NEW_EMPLOY_TO_BIRTH_RATIO;NEW_ANNUITY_TO_INCOME_PERCENT;BURO_DAYS_CREDIT_MAX;TARGET;SK_ID_CURR
0.3154721549257734;0.2387781764778277;450000.0;21109.5;1;-2741;-547.0;-578.0;-11386;0.006629;1.58;1.5;7.51;21.317416329140908;4.691;1.0;112500.0;0.0509677419354838;9.382;-36.0;0;105060
0.5352762504724826;0.7216252143496428;450000.0;24259.5;0;-777;-7295.0;-2425.0;-17228;0.04622;6.64;19.99;2.13;26.384715266184383;3.7900731158605176;1.4224;135000.0;0.1412765957446808;8.985;-300.0;0;105902
0.1482543790610911;0.1703080016699015;315000.0;15750.0;1;-5126;-3075.0;-2278.0;-14200;0.025164;6.24;8.42;14.04;20.0;5.0;1.0;112500.0;0.1642105263157894;14.000000000000002;-491.0;0;109938
0.1766525794312139;0.6503919690347918;900000.0;40671.0;0;-3274;-4624.0;-1557.0;-12947;0.006629;4.27;12.67;8.97;22.12878955521133;4.519;1.0;270000.0;0.1219999999999999;7.531666666666667;-345.0;0;118839
0.6832688314232291;0.5563007435444174;157500.0;11034.0;1;-3926;-2713.0;-2370.0;-14187;0.018634;6.49;7.43;10.76;16.158238172920065;6.18879353861686;1.132;33000.0;0.1707894736842105;11.145454545454546;-321.0;0;119407
0.4830501881366946;0.4866275797554968;135000.0;6750.0;1;-3323;-6917.0;-527.0;-11321;0.0084739999999999;1.44;18.95;9.1;20.0;5.0;1.0;37500.0;0.0464516129032258;6.0;-1337.0;0;125420
0.4884551844437485;0.4725365344919281;675000.0;25101.0;1;-4039;-6203.0;-1681.0;-22337;0.0088659999999999;4.61;16.99;11.07;31.150950161348156;3.2101749539594846;1.1584;180000.0;0.0755737704918032;13.945;-292.0;1;127689
0.2471909382666521;0.0146603456153077;135000.0;11632.5;1;-2860;-3128.0;-10773.0;-19306;0.030755;29.52;8.57;7.84;13.903288201160542;7.192543127434613;1.198;60750.0;0.5676923076923077;9.574074074074074;-144.0;0;135499
0.3185955240537633;0.5480438828530343;180000.0;15466.5;0;-3973;-2163.0;-321.0;-11613;0.028663;0.88;5.93;10.88;13.94239162059936;7.17237061769616;1.198;67500.0;0.0283870967741935;11.456666666666669;-143.0;0;135828
0.5352762504724826;0.2625969832802178;283500.0;13788.0;1;-328;-324.0;-1046.0;-10358;0.0084739999999999;2.87;0.89;0.9;20.56135770234987;4.863492063492063;1.0;64500.0;0.1025;7.125581395348838;-300.0;1;140401
0.6971469077844458;0.2969829495837593;1350000.0;43681.5;0;-2644;-4887.0;-2663.0;-10001;0.025164;7.3;13.39;7.24;30.905532090244154;3.2356666666666665;1.0;101250.0;0.2703703703703703;21.57111111111111;-112.0;0;140670
0.5352762504724826;0.6750720046268032;99000.0;11083.5;1;-5333;-5333.0;-1867.0;-13922;0.02461;5.12;14.61;14.61;10.111246447421845;9.889977513652426;1.132;63000.0;0.1347368421052631;8.79642857142857;-1476.0;0;142550
0.5262949398096192;0.537401988152239;679500.0;23800.5;1;-4124;-10155.0;-1681.0;-22961;0.010147;4.61;27.82;11.3;34.20268481754585;2.923747083992084;1.198;36000.0;0.0743548387096774;33.05625;-343.0;0;150058
0.1528662291550415;0.4484254063704244;225000.0;10944.0;0;-1689;-6429.0;-806.0;-14180;0.00712;2.21;17.61;4.63;20.55921052631579;4.864;1.0;90000.0;0.0581578947368421;4.053333333333333;-275.0;0;151790
0.5620604831738043;0.5715555046403424;450000.0;22018.5;0;-2604;-5018.0;-717.0;-10473;0.0145199999999999;1.96;13.75;7.13;20.437359493153483;4.893;1.0;67500.0;0.0699999999999999;16.31;-837.0;0;152300
0.6092756673894402;0.3338866721326321;1125000.0;37800.0;1;-4257;-5044.0;-4570.0;-20849;0.010276;12.52;13.82;11.66;34.083333333333336;2.93398533007335;1.1452;135000.0;0.2196491228070175;28.000000000000004;-919.0;0;152450
0.5352762504724826;0.6305156006369708;288000.0;19476.0;1;-5157;-5278.0;-3984.0;-14375;0.04622;10.92;14.46;14.13;16.348890942698706;6.116622855366178;1.10559375;37500.0;0.2799999999999999;17.312;-300.0;0;153453
0.5460231970049609;0.5467652934316535;481500.0;26046.0;1;-275;-156.0;-1253.0;-14738;0.0228;3.43;0.43;0.75;20.68279198341396;4.834937182571505;1.118803738317757;28125.0;0.08575;23.152;-851.0;0;156315
0.5638350489514956;0.6561820128474227;472500.0;35379.0;1;-2526;-12244.0;-953.0;-15975;0.032561;2.61;33.55;6.92;15.647163571610278;6.39093465996846;1.1716;225000.0;0.0606976744186046;7.861999999999999;-1899.0;0;156856
0.5902333386185574;0.7302131278193086;360000.0;21339.0;1;-3740;-3323.0;-1681.0;-20501;0.022625;4.61;9.1;10.25;20.433572332349215;4.893906869220608;1.2112;225000.0;0.0823214285714285;9.484;-373.0;0;158401
0.6263042766749393;0.6857748676410291;675000.0;34465.5;0;-4920;-3111.0;-3337.0;-14565;0.031329;9.14;8.52;13.48;19.584802193497847;5.106;1.0;135000.0;0.2343589743589743;12.765;-251.0;0;161125
0.3441550073724169;0.5987582057166251;495000.0;24750.0;1;-2487;-1585.0;-716.0;-19032;0.0066709999999999;1.96;4.34;6.81;20.0;5.0;1.0;85500.0;0.0376923076923076;14.473684210526317;-357.0;0;161520
0.5352762504724826;0.5964339064249727;675000.0;19476.0;1;-4549;-11456.0;-1681.0;-21829;0.026392;4.61;31.39;12.46;34.65804066543438;2.885333333333333;1.0;24750.0;0.0781355932203389;39.345454545454544;-300.0;0;162244
0.5352762504724826;0.3454858866640793;675000.0;21906.0;1;-2132;-325.0;-90.0;-12752;0.0145199999999999;0.25;0.89;5.84;30.81347576006573;3.2453333333333334;1.0;78750.0;0.0073529411764705;13.90857142857143;-52.0;1;166539
0.4223696523543468;0.6228932101035792;450000.0;24412.5;0;-3318;-1169.0;-2693.0;-11476;0.030755;7.38;3.2;9.09;18.433179723502302;5.425;1.0;90000.0;0.2380645161290322;13.5625;-601.0;0;172725
0.4066174366275036;0.6630603732922612;463500.0;16407.0;1;-479;-705.0;-1681.0;-16948;0.00702;4.61;1.93;1.31;32.72490400438837;3.055776725474584;1.1583980582524271;112500.0;0.1002173913043478;14.584;-67.0;0;177629
0.7062051096536562;0.5123982607077575;1080000.0;31707.0;1;-4880;-4880.0;-1681.0;-21796;0.0196889999999999;4.61;13.37;13.37;34.06187908032926;2.935833333333333;1.0;56250.0;0.0781355932203389;28.184;-628.0;0;179742
0.5352762504724826;0.5391031094398469;904500.0;28399.5;1;-4829;-10262.0;-1681.0;-22984;0.0145199999999999;4.61;28.12;13.23;31.84915227380764;3.139800995024876;1.0;112500.0;0.0743548387096774;12.622;-300.0;0;183072
